tamainid,location_description,rdfeature,rdcharacter,rdclass,rdconfigur,rdsurface,rdcondition,lightcond,weather,trafcontrl,lat,lon,lon2,lat2,tract,zone,fatality,possblinj,numpassengers,numpedestrians,contrcir1_desc,contrcir2_desc,contrcir3_desc,contrcir4_desc,vehicle1,vehicle2,vehicle3,vehicle4,vehicle5,workarea,records,ta_date,ta_time,crash_date,geo_location,year,fatalities,injuries,month,contrfact1,contrfact2,contributing_factor,vehicleconcat1,vehicleconcat2,vehicleconcat3,vehicle_type
39042,250 FEET FROM PVA 3635 SW CARY PKWY,NO SPECIAL FEATURE,STRAIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39046,0 FEET FROM SR1615 (HIGH HOUSE RD),FOUR-WAY INTERSECTION,STRAIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39060,.121 MILES FROM P.V.A (2010 KILDAIRE FARM RD),NO SPECIAL FEATURE,STRAIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39068,CARY,T-INTERSECTION,STRAIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39078,CARY,T-INTERSECTION,STRAIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39089,50 FEET FROM TOMS CREEK RD,NO SPECIAL FEATURE,STRAIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39097,5 FEET FROM HIGH HOUSE RD,FOUR-WAY INTERSECTION,STRAIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39098,CARY,T-INTERSECTION,STRAIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39100,.5 MILES FROM US 1 HWY,NO SPECIAL FEATURE,STRAIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39105,0 FEET FROM SR 1313 (WALNUT ST),RELATED TO INTERSECTION,STRAIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39106,.25 MILES FROM US1,NO SPECIAL FEATURE,STRAIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39107,400 FEET FROM US 1 HWY,NO SPECIAL FEATURE,STRAIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39109,.7 MILES FROM US 1,OFF-RAMP ENTRY,STRAIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39117,CARY,FOUR-WAY INTERSECTION,STRAIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39118,CARY,RELATED TO INTERSECTION,STRAIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39120,.61 MILES FROM US 64 HWY,NO SPECIAL FEATURE,STRAIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39125,CARY,NO SPECIAL FEATURE,STRAIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39126,CARY,FOUR-WAY INTERSECTION,STRAIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39129,20 FEET FROM 1 HWY OFF RAMP,OFF-RAMP TERMINAL ON CROSSROAD,STRAIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39132,75 FEET FROM 205 S. ACADEMY ST (PVA),DRIVEWAY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39140,CARY,T-INTERSECTION,CURVE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39142,.26 MILES FROM SR 1315 (BUCK JONES RD),NO SPECIAL FEATURE,STRAIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39145,100 FEET FROM P.V.A. 802 SE MAYNARD RD,NO SPECIAL FEATURE,STRAIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39157,CARY,NO SPECIAL FEATURE,STRAIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39163,20 FEET FROM PVA 750-F (E CHATHAM S),NO SPECIAL FEATURE,STRAIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39169,40 FEET FROM S.R. 1652 (HARRISON AV),NO SPECIAL FEATURE,STRAIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39181,CARY,T-INTERSECTION,STRAIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39182,CARY,FOUR-WAY INTERSECTION,STRAIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39192,CARY,NO SPECIAL FEATURE,STRAIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39196,25 FEET FROM PVA(101 DRY AVE),NO SPECIAL FEATURE,STRAIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39197,.1 MILES FROM VILLAGE ORCHARD RD,NO SPECIAL FEATURE,STRAIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39216,0 FEET FROM SR 1415 (SE MAYNARD RD),FOUR-WAY INTERSECTION,STRAIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39217,CARY,NO SPECIAL FEATURE,STRAIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39225,90 FEET FROM P.V.A. (885 WALNUT ST),DRIVEWAY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39227,CARY,T-INTERSECTION,STRAIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39236,CARY,DRIVEWAY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39237,CARY,DRIVEWAY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39248,318 FEET FROM P.V.A. (3480 KILDAIRE FARM RD),NO SPECIAL FEATURE,STRAIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39250,126 FEET FROM MEETING ST,NO SPECIAL FEATURE,STRAIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39258,80 FEET FROM P.V.A. (2418 SW CARY PKWY),DRIVEWAY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39259,1.5 MILES FROM US 1 HWY,NO SPECIAL FEATURE,STRAIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39260,CARY,NO SPECIAL FEATURE,STRAIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39267,.29 MILES FROM US 1 HWY,OFF-RAMP PROPER,CURVE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39276,250 FEET FROM SR# 1300 (KILDAIRE FARM RD),NO SPECIAL FEATURE,STRAIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39277,10 FEET FROM NC 55 HWY,NO SPECIAL FEATURE,STRAIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39287,.01 MILES FROM US 64 HWY,RELATED TO INTERSECTION,STRAIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39292,.10 MILES FROM SR1415 (SE MAYNARD RD),NO SPECIAL FEATURE,STRAIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39294,100 FEET FROM SR 1615 (HIGH HOUSE RD),RELATED TO INTERSECTION,STRAIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39310,98 FEET FROM ELECTRA DR,NO SPECIAL FEATURE,STRAIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39314,.189 MILES FROM SR 1415 (SE MAYNARD RD),RELATED TO INTERSECTION,STRAIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39325,63 FEET FROM P.V.A. (1123 KILDAIRE FARM RD),DRIVEWAY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39330,50 FEET FROM P.P. (1005 FRANK PAGE DR),NO SPECIAL FEATURE,STRAIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39332,200 FEET FROM PVA 8745 HOLLY SPRINGS RD,NO SPECIAL FEATURE,STRAIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39337,390 FEET FROM HOLTZ LN,NO SPECIAL FEATURE,STRAIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39348,.25 MILES FROM NC 55 HWY,NO SPECIAL FEATURE,STRAIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39352,0 FEET FROM SR1415 (NW MAYNARD RD),NO SPECIAL FEATURE,STRAIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39360,50 FEET FROM NC 54 HWY,NO SPECIAL FEATURE,STRAIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39364,25 FEET FROM 8204 TRYON WOODS DR,NO SPECIAL FEATURE,STRAIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39383,20 FEET FROM WEYCROFT AV,TRAFFIC CIRCLE/ROUNDABOUT,STRAIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39387,400 FEET FROM SR 1300 KILDAIRE FARM  RD,NO SPECIAL FEATURE,STRAIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39405,.05 MILES FROM SR 1613 (DAVIS DR),NO SPECIAL FEATURE,CURVE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39410,30 FEET FROM SR 1300 (KILDAIRE FARM RD),NO SPECIAL FEATURE,STRAIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39415,CARY,NO SPECIAL FEATURE,STRAIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39419,.19 MILES FROM SR 3977 (CARY PKWY),NO SPECIAL FEATURE,STRAIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39424,250 FEET FROM P.V.A. 240 CROSSROADS BLVD,NO SPECIAL FEATURE,STRAIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39433,350 FEET FROM SR 1415 (NE MAYNARD RD),RELATED TO INTERSECTION,STRAIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39434,0 FEET FROM WESTON PKWY,FOUR-WAY INTERSECTION,STRAIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39435,100 FEET FROM P.V.A. 1724 WALNUT ST,NO SPECIAL FEATURE,STRAIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39436,40 FEET FROM NC 55 HWY,FOUR-WAY INTERSECTION,STRAIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39440,60 FEET FROM P.V.A. (200 HYDE PARK CT),DRIVEWAY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39444,.21 MILES FROM SR 1615 (HIGH HOUSE RD),FOUR-WAY INTERSECTION,STRAIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39445,.1 MILES FROM P.V.A. (1741 WALNUT ST),NO SPECIAL FEATURE,STRAIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39457,10 FEET FROM SR 1009 (TRYON RD),RELATED TO INTERSECTION,STRAIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39461,50 FEET FROM NC 55 HWY,NO SPECIAL FEATURE,STRAIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39463,30 FEET FROM NC 54 CHAPEL HILL RD,NO SPECIAL FEATURE,STRAIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39466,200 FEET FROM US 1 HWY,NO SPECIAL FEATURE,STRAIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39467,40 FEET FROM PVA OF 280 MEETING ST,NO SPECIAL FEATURE,STRAIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39471,CARY,RELATED TO INTERSECTION,STRAIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39481,CARY,FOUR-WAY INTERSECTION,STRAIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39486,CARY,FOUR-WAY INTERSECTION,STRAIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39492,100 FEET FROM (SR 1652) N HARRISON AVE,RELATED TO INTERSECTION,STRAIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39500,100 FEET FROM 133 CASTLEFERN DR,NO SPECIAL FEATURE,STRAIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39508,200 FEET FROM (PVA) 2703 NC 55 HWY,DRIVEWAY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39512,70 FEET FROM SR 3977 (CARY PKWY),FOUR-WAY INTERSECTION,STRAIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39515,50 FEET FROM AIRPORT BVLD,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,1284,4/5/2019,9:54:00 PM,2019-04-06T01:54:00+00:00,,2019,No,No,4,,,,,,,
39516,250 FEET FROM PVA CARY ACADEMY 1500 N HARRIS,DRIVEWAY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39517,CARY,FOUR-WAY INTERSECTION,STRAIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39518,.3 MILES FROM SR 1313 (WALNUT ST),FOUR-WAY INTERSECTION,STRAIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39529,.1 MILES FROM SR 1300 (KILDAIRE FARM RD),NO SPECIAL FEATURE,STRAIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39543,118 FEET FROM HWY 54 (CHAPEL HILL RD),NO SPECIAL FEATURE,STRAIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39544,100 FEET FROM PVA (101 MAYNARD CROSSING CT),NO SPECIAL FEATURE,STRAIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39549,0 FEET FROM SR 1435 (GREGSON DR),FOUR-WAY INTERSECTION,STRAIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39553,75 FEET FROM P.V.A. (101 RUBIN CT),NO SPECIAL FEATURE,STRAIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39560,145 FEET FROM WALNUT ST TO US 1 NB,ON-RAMP ENTRY,CURVE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39562,CARY,FOUR-WAY INTERSECTION,STRAIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39565,100 FEET FROM SR 3081 (CHAPEL HILL RD),NO SPECIAL FEATURE,STRAIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39568,CARY,FOUR-WAY INTERSECTION,STRAIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39572,200 FEET FROM P.V.A. (2021 WALNUT ST),NO SPECIAL FEATURE,STRAIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39575,.9 MILES FROM US 1 HWY,NO SPECIAL FEATURE,STRAIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39581,100 FEET FROM US 64,NO SPECIAL FEATURE,STRAIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39586,25 FEET FROM SR-1300 (KILDAIRE FARM RD),RELATED TO INTERSECTION,STRAIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39589,.2 MILES FROM P.V.A. 2500 CARPENTER UPCHURCH,NO SPECIAL FEATURE,STRAIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39591,87 FEET FROM WILLOUGHBY LN,NO SPECIAL FEATURE,STRAIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39592,20 FEET FROM NC 540 HWY EXIT 66B,RELATED TO INTERSECTION,STRAIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39596,0 FEET FROM NC 55 HWY,Y-INTERSECTION,STRAIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39597,CARY,FOUR-WAY INTERSECTION,STRAIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39611,0 FEET FROM SR 1655 (TRINITY RD),FOUR-WAY INTERSECTION,STRAIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39612,200 FEET FROM NC 54 HWY,NO SPECIAL FEATURE,STRAIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39622,0 FEET FROM SR1300 (KILDAIRE FARM RD),FOUR-WAY INTERSECTION,STRAIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39625,5 FEET FROM (P.V.A.) 4801 SW CARY PKWY,DRIVEWAY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39626,100 FEET FROM 204 CROSSROADS BLVD,NO SPECIAL FEATURE,STRAIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39628,CARY,DRIVEWAY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39633,136 FEET FROM PVA SECU (2700 MACEDONIA RD),NO SPECIAL FEATURE,STRAIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39643,.74 MILES FROM US 1 HWY,NO SPECIAL FEATURE,STRAIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39650,.09 MILES FROM P.V.A. (2010 KILDAIRE FARM RD),NO SPECIAL FEATURE,STRAIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39652,.6 MILES FROM US 1 HWY,,,,,,,,,,35.73484478,-78.79776199,-78.8007,35.7332,P043,116,0,0,,,,,,,PASSENGER CAR,,,,,,1420,4/5/2019,12:00 AM,2019-04-05T04:00:00+00:00,35.73484478,,,,,,,,,,,
39654,CARY,RELATED TO INTERSECTION,STRAIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39657,.10 MILES FROM SR 3977 (SW CARY PKWY),NO SPECIAL FEATURE,STRAIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39659,50 FEET FROM SR-1415 NE MAYNARD RD,RELATED TO INTERSECTION,STRAIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39660,CARY,NO SPECIAL FEATURE,STRAIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39661,.01 MILES FROM PVA 400 REGENCY FOREST DR,NO SPECIAL FEATURE,STRAIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39667,15 FEET FROM 638 WALNUT ST,NO SPECIAL FEATURE,STRAIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39674,10 FEET FROM P.V.A. (CHATHAM SQUARE),NO SPECIAL FEATURE,STRAIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39676,.5 MILES FROM US1 N,NO SPECIAL FEATURE,STRAIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39677,200 FEET FROM P.V.A. (CARY TOWNE CENTER),NO SPECIAL FEATURE,STRAIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39691,CARY,ALLEY INTERSECTION,STRAIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39708,0 FEET FROM E DURHAM RD (200 BLOCK),FOUR-WAY INTERSECTION,STRAIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39712,.1 MILES FROM NOTTINGHAM DR,NO SPECIAL FEATURE,STRAIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39715,CARY,T-INTERSECTION,STRAIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39719,CARY,FOUR-WAY INTERSECTION,STRAIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39721,.16 MILES FROM PVA DELUTH TRADING(301 CROSSRO,NO SPECIAL FEATURE,STRAIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39722,.1 MILES FROM TOWN COMMONS DR,NO SPECIAL FEATURE,STRAIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39725,.25 MILES FROM US 1,NO SPECIAL FEATURE,STRAIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39728,1.6 MILES FROM US1,NO SPECIAL FEATURE,STRAIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39730,.06 MILES FROM SR-1632 (LOUIS STEPHENS DR),NO SPECIAL FEATURE,STRAIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39732,164 FEET FROM P.V.A (3460 KILDAIRE FARM RD),FOUR-WAY INTERSECTION,STRAIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39733,CARY,FOUR-WAY INTERSECTION,STRAIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39735,40 FEET FROM              W CHATHAM ST,NO SPECIAL FEATURE,STRAIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39738,50 FEET FROM CLAY ST,NO SPECIAL FEATURE,STRAIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39739,100 FEET FROM SR 1415 (NE MAYNARD RD),RELATED TO INTERSECTION,STRAIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39742,10 FEET FROM SR 1615 (HIGH HOUSE RD),FOUR-WAY INTERSECTION,STRAIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39744,0 FEET FROM SAS CAMPUS DR,T-INTERSECTION,STRAIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39748,CARY,FOUR-WAY INTERSECTION,STRAIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39751,35 FEET FROM SR 3977 (SE CARY PKWY),RELATED TO INTERSECTION,STRAIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39753,CARY,RELATED TO INTERSECTION,STRAIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39754,50 FEET FROM SR-5808 E CHATHAM ST,NO SPECIAL FEATURE,STRAIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39756,30 FEET FROM DORSET DR,NO SPECIAL FEATURE,STRAIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39757,CARY,FOUR-WAY INTERSECTION,STRAIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39758,.1 MILES FROM P.V.A. (404 PARKTON CT),NO SPECIAL FEATURE,STRAIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39765,200 FEET FROM PVA 116 NORTHINGTON PL,NO SPECIAL FEATURE,STRAIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39768,100 FEET FROM SR-1300 KILDAIRE FARM RD,NO SPECIAL FEATURE,STRAIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39771,30 FEET FROM SR 1415 (SE MAYNARD RD),RELATED TO INTERSECTION,STRAIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39775,CARY,NO SPECIAL FEATURE,STRAIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39786,20 FEET FROM SR 1315 BUCK JONES RD,NO SPECIAL FEATURE,STRAIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39790,CARY,FOUR-WAY INTERSECTION,STRAIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39792,70 FEET FROM REED ST,NO SPECIAL FEATURE,CURVE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39796,.20 MILES FROM 1311 KILDAIRE FARM RD (PVA),NO SPECIAL FEATURE,STRAIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39798,CARY,OTHER *,STRAIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39799,CARY,RELATED TO INTERSECTION,STRAIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
